"","X","t","pd","Country","Mag","R","PR","S","n1","pdr"
"1455",1455,15,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999917756
"1456",1456,16,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.99999999998251
"1457",1457,17,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999996281
"1458",1458,18,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999999209
"1459",1459,19,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999999832
"1460",1460,20,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999999964
"1461",1461,21,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999999992
"1462",1462,22,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,0.999999999999998
"1463",1463,23,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1464",1464,24,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1465",1465,25,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1466",1466,26,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1467",1467,27,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1468",1468,28,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1469",1469,29,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1470",1470,30,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1471",1471,31,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1472",1472,32,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1473",1473,33,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1474",1474,34,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1475",1475,35,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1476",1476,36,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1477",1477,37,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1478",1478,38,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1479",1479,39,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1480",1480,40,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
"1481",1481,41,1,"Indonesia",6.5,138.038426460288,0.287092432475705,-1.69897000433602,3.48319874326407,1
