"","t","pd","Country","Mag"
"2804",4,0.00897479575994853,"new_zealand",7
"2805",5,0.0112058808881879,"new_zealand",7
"2806",6,0.0134319431967974,"new_zealand",7
"2807",7,0.0156529939936008,"new_zealand",7
"2808",8,0.0178690445609644,"new_zealand",7
"2809",9,0.0200801061558546,"new_zealand",7
"2810",10,0.0222861900098955,"new_zealand",7
"2811",11,0.0244873073294251,"new_zealand",7
"2812",12,0.0266834692955529,"new_zealand",7
"2813",13,0.0288746870642164,"new_zealand",7
"2814",14,0.0310609717662379,"new_zealand",7
"2815",15,0.033242334507381,"new_zealand",7
"2816",16,0.035418786368407,"new_zealand",7
"2817",17,0.0375903384051312,"new_zealand",7
"2818",18,0.039757001648479,"new_zealand",7
"2819",19,0.0419187871045419,"new_zealand",7
"2820",20,0.0440757057546338,"new_zealand",7
"2821",21,0.0462277685553463,"new_zealand",7
"2822",22,0.0483749864386045,"new_zealand",7
"2823",23,0.0505173703117224,"new_zealand",7
"2824",24,0.052654931057459,"new_zealand",7
"2825",25,0.0547876795340725,"new_zealand",7
"2826",26,0.0569156265753763,"new_zealand",7
"2827",27,0.0590387829907936,"new_zealand",7
"2828",28,0.0611571595654127,"new_zealand",7
"2829",29,0.0632707670600412,"new_zealand",7
"2830",30,0.0653796162112613,"new_zealand",7
"2831",31,0.0674837177314839,"new_zealand",7
"2832",32,0.0695830823090031,"new_zealand",7
"2833",33,0.0716777206080507,"new_zealand",7
"2834",34,0.07376764326885,"new_zealand",7
"2835",35,0.0758528609076704,"new_zealand",7
"2836",36,0.0779333841168807,"new_zealand",7
"2837",37,0.0800092234650033,"new_zealand",7
"2838",38,0.0820803894967679,"new_zealand",7
"2839",39,0.0841468927331648,"new_zealand",7
"2840",40,0.0862087436714987,"new_zealand",7
"2841",41,0.0882659527854414,"new_zealand",7
"2842",42,0.090318530525086,"new_zealand",7
"2843",43,0.0923664873169989,"new_zealand",7
"2844",44,0.0944098335642737,"new_zealand",7
"2845",45,0.0964485796465834,"new_zealand",7
"2846",46,0.0984827359202332,"new_zealand",7
"2847",47,0.100512312718214,"new_zealand",7
"2848",48,0.102537320350252,"new_zealand",7
"2849",49,0.104557769102867,"new_zealand",7
"2850",50,0.106573669239417,"new_zealand",7
"2851",51,0.108585031000156,"new_zealand",7
"2852",52,0.110591864602285,"new_zealand",7
"2853",53,0.112594180240001,"new_zealand",7
"2854",54,0.114591988084553,"new_zealand",7
"2855",55,0.116585298284291,"new_zealand",7
"2856",56,0.118574120964716,"new_zealand",7
"2857",57,0.120558466228537,"new_zealand",7
"2858",58,0.122538344155717,"new_zealand",7
"2859",59,0.124513764803525,"new_zealand",7
"2860",60,0.126484738206591,"new_zealand",7
"2861",61,0.128451274376952,"new_zealand",7
"2862",62,0.130413383304105,"new_zealand",7
"2863",63,0.13237107495506,"new_zealand",7
"2864",64,0.134324359274385,"new_zealand",7
"2865",65,0.136273246184262,"new_zealand",7
"2866",66,0.138217745584535,"new_zealand",7
"2867",67,0.140157867352762,"new_zealand",7
"2868",68,0.14209362134426,"new_zealand",7
"2869",69,0.144025017392162,"new_zealand",7
"2870",70,0.145952065307462,"new_zealand",7
"2871",71,0.147874774879069,"new_zealand",7
"2872",72,0.149793155873852,"new_zealand",7
"2873",73,0.151707218036693,"new_zealand",7
"2874",74,0.153616971090534,"new_zealand",7
"2875",75,0.15552242473643,"new_zealand",7
"2876",76,0.157423588653595,"new_zealand",7
"2877",77,0.159320472499452,"new_zealand",7
"2878",78,0.161213085909683,"new_zealand",7
"2879",79,0.163101438498277,"new_zealand",7
"2880",80,0.164985539857579,"new_zealand",7
"2881",1,0.0329370204086389,"Nicaragua",6
"2882",2,0.0647891935038786,"Nicaragua",6
"2883",3,0.095592250923821,"Nicaragua",6
"2884",4,0.125380747412874,"Nicaragua",6
"2885",5,0.154188099585125,"Nicaragua",6
"2886",6,0.182046623410959,"Nicaragua",6
"2887",7,0.208987570468987,"Nicaragua",6
"2888",8,0.235041163003937,"Nicaragua",6
"2889",9,0.260236627829845,"Nicaragua",6
"2890",10,0.284602229116577,"Nicaragua",6
"2891",11,0.308165300096459,"Nicaragua",6
"2892",12,0.330952273726587,"Nicaragua",6
"2893",13,0.352988712341208,"Nicaragua",6
"2894",14,0.374299336327445,"Nicaragua",6
"2895",15,0.394908051856527,"Nicaragua",6
"2896",16,0.414837977701631,"Nicaragua",6
"2897",17,0.434111471172433,"Nicaragua",6
"2898",18,0.452750153195441,"Nicaragua",6
"2899",19,0.470774932568268,"Nicaragua",6
"2900",20,0.48820602941503,"Nicaragua",6
"2901",21,0.505062997869205,"Nicaragua",6
"2902",22,0.521364748009378,"Nicaragua",6
"2903",23,0.537129567072487,"Nicaragua",6
"2904",24,0.552375139968376,"Nicaragua",6
"2905",25,0.567118569118652,"Nicaragua",6
"2906",26,0.581376393642111,"Nicaragua",6
"2907",27,0.595164607908259,"Nicaragua",6
"2908",28,0.608498679479724,"Nicaragua",6
"2909",29,0.621393566463709,"Nicaragua",6
"2910",30,0.633863734291936,"Nicaragua",6
"2911",31,0.645923171947905,"Nicaragua",6
"2912",32,0.657585407659683,"Nicaragua",6
"2913",33,0.668863524075812,"Nicaragua",6
"2914",34,0.679770172941372,"Nicaragua",6
"2915",35,0.690317589290657,"Nicaragua",6
"2916",36,0.700517605172387,"Nicaragua",6
"2917",37,0.710381662922852,"Nicaragua",6
"2918",38,0.719920828001878,"Nicaragua",6
"2919",39,0.729145801406015,"Nicaragua",6
"2920",40,0.738066931672871,"Nicaragua",6
"2921",41,0.746694226490059,"Nicaragua",6
"2922",42,0.755037363921782,"Nicaragua",6
"2923",43,0.763105703265644,"Nicaragua",6
"2924",44,0.770908295551873,"Nicaragua",6
"2925",45,0.778453893696731,"Nicaragua",6
"2926",46,0.785750962321497,"Nicaragua",6
"2927",47,0.792807687248045,"Nicaragua",6
"2928",48,0.799631984681669,"Nicaragua",6
"2929",49,0.806231510091447,"Nicaragua",6
"2930",50,0.812613666798116,"Nicaragua",6
"2931",51,0.818785614279087,"Nicaragua",6
"2932",52,0.824754276199915,"Nicaragua",6
"2933",53,0.830526348181245,"Nicaragua",6
"2934",54,0.836108305309926,"Nicaragua",6
"2935",55,0.84150640940274,"Nicaragua",6
"2936",56,0.84672671603088,"Nicaragua",6
"2937",57,0.85177508131307,"Nicaragua",6
"2938",58,0.85665716848493,"Nicaragua",6
"2939",59,0.861378454251974,"Nicaragua",6
"2940",60,0.865944234933354,"Nicaragua",6
"2941",61,0.87035963240325,"Nicaragua",6
"2942",62,0.874629599836568,"Nicaragua",6
"2943",63,0.87875892726539,"Nicaragua",6
"2944",64,0.882752246952415,"Nicaragua",6
"2945",65,0.88661403858741,"Nicaragua",6
"2946",66,0.89034863431251,"Nicaragua",6
"2947",67,0.893960223581994,"Nicaragua",6
"2948",68,0.897452857862001,"Nicaragua",6
"2949",69,0.900830455175448,"Nicaragua",6
"2950",70,0.90409680449725,"Nicaragua",6
"2951",71,0.907255570004777,"Nicaragua",6
"2952",72,0.910310295188318,"Nicaragua",6
"2953",73,0.913264406826145,"Nicaragua",6
"2954",74,0.916121218828667,"Nicaragua",6
"2955",75,0.918883935955959,"Nicaragua",6
"2956",76,0.921555657412847,"Nicaragua",6
"2957",77,0.924139380325582,"Nicaragua",6
"2958",78,0.92663800310401,"Nicaragua",6
"2959",79,0.929054328692992,"Nicaragua",6
"2960",80,0.931391067716735,"Nicaragua",6
"2961",1,0.00191455230486037,"Nicaragua",6.5
"2962",2,0.00382543909919275,"Nicaragua",6.5
"2963",3,0.00573266740080869,"Nicaragua",6.5
"2964",4,0.00763624421408382,"Nicaragua",6.5
"2965",5,0.00953617652998373,"Nicaragua",6.5
"2966",6,0.011432471326089,"Nicaragua",6.5
"2967",7,0.0133251355666218,"Nicaragua",6.5
"2968",8,0.0152141762024706,"Nicaragua",6.5
"2969",9,0.017099600171216,"Nicaragua",6.5
"2970",10,0.0189814143971564,"Nicaragua",6.5
"2971",11,0.0208596257913333,"Nicaragua",6.5
"2972",12,0.0227342412515563,"Nicaragua",6.5
"2973",13,0.0246052676624293,"Nicaragua",6.5
"2974",14,0.0264727118953749,"Nicaragua",6.5
"2975",15,0.0283365808086601,"Nicaragua",6.5
"2976",16,0.0301968812474214,"Nicaragua",6.5
"2977",17,0.0320536200436899,"Nicaragua",6.5
"2978",18,0.0339068040164165,"Nicaragua",6.5
"2979",19,0.0357564399714969,"Nicaragua",6.5
"2980",20,0.0376025347017963,"Nicaragua",6.5
"2981",21,0.0394450949871747,"Nicaragua",6.5
"2982",22,0.0412841275945121,"Nicaragua",6.5
"2983",23,0.0431196392777322,"Nicaragua",6.5
"2984",24,0.0449516367778287,"Nicaragua",6.5
"2985",25,0.0467801268228888,"Nicaragua",6.5
"2986",26,0.0486051161281188,"Nicaragua",6.5
"2987",27,0.0504266113958681,"Nicaragua",6.5
"2988",28,0.0522446193156543,"Nicaragua",6.5
"2989",29,0.0540591465641873,"Nicaragua",6.5
"2990",30,0.0558701998053944,"Nicaragua",6.5
"2991",31,0.0576777856904445,"Nicaragua",6.5
"2992",32,0.059481910857772,"Nicaragua",6.5
"2993",33,0.0612825819331021,"Nicaragua",6.5
"2994",34,0.0630798055294747,"Nicaragua",6.5
"2995",35,0.0648735882472685,"Nicaragua",6.5
"2996",36,0.0666639366742255,"Nicaragua",6.5
"2997",37,0.0684508573854752,"Nicaragua",6.5
"2998",38,0.0702343569435586,"Nicaragua",6.5
"2999",39,0.0720144418984523,"Nicaragua",6.5
"3000",40,0.0737911187875928,"Nicaragua",6.5
"3001",41,0.0755643941359002,"Nicaragua",6.5
"3002",42,0.0773342744558023,"Nicaragua",6.5
"3003",43,0.0791007662472586,"Nicaragua",6.5
"3004",44,0.0808638759977841,"Nicaragua",6.5
"3005",45,0.082623610182473,"Nicaragua",6.5
"3006",46,0.0843799752640226,"Nicaragua",6.5
"3007",47,0.0861329776927573,"Nicaragua",6.5
"3008",48,0.0878826239066515,"Nicaragua",6.5
"3009",49,0.0896289203313543,"Nicaragua",6.5
"3010",50,0.0913718733802121,"Nicaragua",6.5
"3011",51,0.093111489454293,"Nicaragua",6.5
"3012",52,0.0948477749424097,"Nicaragua",6.5
"3013",53,0.0965807362211433,"Nicaragua",6.5
"3014",54,0.0983103796548663,"Nicaragua",6.5
"3015",55,0.100036711595767,"Nicaragua",6.5
"3016",56,0.101759738383871,"Nicaragua",6.5
"3017",57,0.103479466347067,"Nicaragua",6.5
"3018",58,0.105195901801126,"Nicaragua",6.5
"3019",59,0.106909051049732,"Nicaragua",6.5
"3020",60,0.108618920384494,"Nicaragua",6.5
"3021",61,0.110325516084981,"Nicaragua",6.5
"3022",62,0.112028844418736,"Nicaragua",6.5
"3023",63,0.113728911641304,"Nicaragua",6.5
"3024",64,0.115425723996252,"Nicaragua",6.5
"3025",65,0.117119287715195,"Nicaragua",6.5
"3026",66,0.118809609017817,"Nicaragua",6.5
"3027",67,0.120496694111893,"Nicaragua",6.5
"3028",68,0.122180549193313,"Nicaragua",6.5
"3029",69,0.123861180446106,"Nicaragua",6.5
"3030",70,0.125538594042461,"Nicaragua",6.5
"3031",71,0.127212796142748,"Nicaragua",6.5
"3032",72,0.128883792895546,"Nicaragua",6.5
"3033",73,0.130551590437659,"Nicaragua",6.5
"3034",74,0.132216194894144,"Nicaragua",6.5
"3035",75,0.13387761237833,"Nicaragua",6.5
"3036",76,0.135535848991842,"Nicaragua",6.5
"3037",77,0.137190910824624,"Nicaragua",6.5
"3038",78,0.138842803954959,"Nicaragua",6.5
"3039",79,0.140491534449494,"Nicaragua",6.5
"3040",80,0.142137108363261,"Nicaragua",6.5
"3041",1,0.000109649377727061,"Nicaragua",7
"3042",2,0.00021928673246796,"Nicaragua",7
"3043",3,0.000328912065541309,"Nicaragua",7
"3044",4,0.000438525378264942,"Nicaragua",7
"3045",5,0.000548126671957139,"Nicaragua",7
"3046",6,0.000657715947935733,"Nicaragua",7
"3047",7,0.000767293207518338,"Nicaragua",7
"3048",8,0.000876858452022566,"Nicaragua",7
"3049",9,0.000986411682766031,"Nicaragua",7
"3050",10,0.00109595290106579,"Nicaragua",7
"3051",11,0.00120548210823923,"Nicaragua",7
"3052",12,0.00131499930560319,"Nicaragua",7
"3053",13,0.00142450449447473,"Nicaragua",7
"3054",14,0.00153399767617035,"Nicaragua",7
"3055",15,0.00164347885200666,"Nicaragua",7
"3056",16,0.00175294802330028,"Nicaragua",7
"3057",17,0.00186240519136738,"Nicaragua",7
"3058",18,0.00197185035752412,"Nicaragua",7
"3059",19,0.00208128352308645,"Nicaragua",7
"3060",20,0.00219070468937033,"Nicaragua",7
"3061",21,0.00230011385769135,"Nicaragua",7
"3062",22,0.00240951102936515,"Nicaragua",7
"3063",23,0.00251889620570722,"Nicaragua",7
"3064",24,0.00262826938803273,"Nicaragua",7
"3065",25,0.00273763057765686,"Nicaragua",7
"3066",26,0.00284697977589454,"Nicaragua",7
"3067",27,0.00295631698406074,"Nicaragua",7
"3068",28,0.00306564220347016,"Nicaragua",7
"3069",29,0.00317495543543722,"Nicaragua",7
"3070",30,0.00328425668127641,"Nicaragua",7
"3071",31,0.00339354594230201,"Nicaragua",7
"3072",32,0.0035028232198282,"Nicaragua",7
"3073",33,0.00361208851516892,"Nicaragua",7
"3074",34,0.0037213418296379,"Nicaragua",7
"3075",35,0.0038305831645491,"Nicaragua",7
"3076",36,0.00393981252121578,"Nicaragua",7
"3077",37,0.00404902990095146,"Nicaragua",7
"3078",38,0.00415823530506942,"Nicaragua",7
"3079",39,0.00426742873488284,"Nicaragua",7
"3080",40,0.00437661019170454,"Nicaragua",7
"3081",41,0.00448577967684749,"Nicaragua",7
"3082",42,0.0045949371916244,"Nicaragua",7
"3083",43,0.00470408273734768,"Nicaragua",7
"3084",44,0.00481321631532972,"Nicaragua",7
"3085",45,0.0049223379268829,"Nicaragua",7
"3086",46,0.0050314475733193,"Nicaragua",7
"3087",47,0.00514054525595087,"Nicaragua",7
"3088",48,0.00524963097608933,"Nicaragua",7
"3089",49,0.00535870473504652,"Nicaragua",7
"3090",50,0.00546776653413394,"Nicaragua",7
"3091",51,0.00557681637466301,"Nicaragua",7
"3092",52,0.00568585425794477,"Nicaragua",7
"3093",53,0.00579488018529062,"Nicaragua",7
"3094",54,0.00590389415801129,"Nicaragua",7
"3095",55,0.00601289617741774,"Nicaragua",7
"3096",56,0.00612188624482057,"Nicaragua",7
"3097",57,0.00623086436153031,"Nicaragua",7
"3098",58,0.00633983052885745,"Nicaragua",7
"3099",59,0.00644878474811206,"Nicaragua",7
"3100",60,0.00655772702060431,"Nicaragua",7
"3101",61,0.00666665734764427,"Nicaragua",7
"3102",62,0.00677557573054166,"Nicaragua",7
"3103",63,0.006884482170606,"Nicaragua",7
"3104",64,0.00699337666914712,"Nicaragua",7
"3105",65,0.00710225922747409,"Nicaragua",7
"3106",66,0.00721112984689642,"Nicaragua",7
"3107",67,0.00731998852872295,"Nicaragua",7
"3108",68,0.00742883527426286,"Nicaragua",7
"3109",69,0.00753767008482487,"Nicaragua",7
"3110",70,0.0076464929617176,"Nicaragua",7
"3111",71,0.00775530390624957,"Nicaragua",7
"3112",72,0.00786410291972917,"Nicaragua",7
"3113",73,0.00797289000346468,"Nicaragua",7
"3114",74,0.00808166515876407,"Nicaragua",7
"3115",75,0.00819042838693551,"Nicaragua",7
"3116",76,0.00829917968928651,"Nicaragua",7
"3117",77,0.00840791906712501,"Nicaragua",7
"3118",78,0.00851664652175832,"Nicaragua",7
"3119",79,0.00862536205449393,"Nicaragua",7
"3120",80,0.00873406566663903,"Nicaragua",7
"3121",1,0.963035720816555,"philippines",6
"3122",2,0.998633642064448,"philippines",6
"3123",3,0.999949493563806,"philippines",6
"3124",4,0.999998133065992,"philippines",6
"3125",5,0.99999993099013,"philippines",6
"3126",6,0.9999999974491,"philippines",6
"3127",7,0.999999999905708,"philippines",6
"3128",8,0.999999999996515,"philippines",6
"3129",9,0.999999999999871,"philippines",6
"3130",10,0.999999999999995,"philippines",6
"3131",11,1,"philippines",6
"3132",12,1,"philippines",6
"3133",13,1,"philippines",6
"3134",14,1,"philippines",6
"3135",15,1,"philippines",6
"3136",16,1,"philippines",6
"3137",17,1,"philippines",6
"3138",18,1,"philippines",6
"3139",19,1,"philippines",6
"3140",20,1,"philippines",6
"3141",21,1,"philippines",6
"3142",22,1,"philippines",6
"3143",23,1,"philippines",6
"3144",24,1,"philippines",6
"3145",25,1,"philippines",6
"3146",26,1,"philippines",6
"3147",27,1,"philippines",6
"3148",28,1,"philippines",6
"3149",29,1,"philippines",6
"3150",30,1,"philippines",6
"3151",31,1,"philippines",6
"3152",32,1,"philippines",6
"3153",33,1,"philippines",6
"3154",34,1,"philippines",6
"3155",35,1,"philippines",6
"3156",36,1,"philippines",6
"3157",37,1,"philippines",6
"3158",38,1,"philippines",6
"3159",39,1,"philippines",6
"3160",40,1,"philippines",6
"3161",41,1,"philippines",6
"3162",42,1,"philippines",6
"3163",43,1,"philippines",6
"3164",44,1,"philippines",6
"3165",45,1,"philippines",6
"3166",46,1,"philippines",6
"3167",47,1,"philippines",6
"3168",48,1,"philippines",6
"3169",49,1,"philippines",6
"3170",50,1,"philippines",6
"3171",51,1,"philippines",6
"3172",52,1,"philippines",6
"3173",53,1,"philippines",6
"3174",54,1,"philippines",6
"3175",55,1,"philippines",6
"3176",56,1,"philippines",6
"3177",57,1,"philippines",6
"3178",58,1,"philippines",6
"3179",59,1,"philippines",6
"3180",60,1,"philippines",6
"3181",61,1,"philippines",6
"3182",62,1,"philippines",6
"3183",63,1,"philippines",6
"3184",64,1,"philippines",6
"3185",65,1,"philippines",6
"3186",66,1,"philippines",6
"3187",67,1,"philippines",6
"3188",68,1,"philippines",6
"3189",69,1,"philippines",6
"3190",70,1,"philippines",6
"3191",71,1,"philippines",6
"3192",72,1,"philippines",6
"3193",73,1,"philippines",6
"3194",74,1,"philippines",6
"3195",75,1,"philippines",6
"3196",76,1,"philippines",6
"3197",77,1,"philippines",6
"3198",78,1,"philippines",6
"3199",79,1,"philippines",6
"3200",80,1,"philippines",6
"3201",1,0.236976360670198,"philippines",6.5
"3202",2,0.417794925823904,"philippines",6.5
"3203",3,0.555763765465878,"philippines",6.5
"3204",4,0.661037251603606,"philippines",6.5
"3205",5,0.741363410121352,"philippines",6.5
"3206",6,0.802654167926944,"philippines",6.5
"3207",7,0.849420465005049,"philippines",6.5
"3208",8,0.885104255199563,"philippines",6.5
"3209",9,0.912331830658862,"philippines",6.5
"3210",10,0.933107114375944,"philippines",6.5
"3211",11,0.94895914696586,"philippines",6.5
"3212",12,0.961054622563393,"philippines",6.5
"3213",13,0.970283756373247,"philippines",6.5
"3214",14,0.977325803640704,"philippines",6.5
"3215",15,0.982699052175052,"philippines",6.5
"3216",16,0.986798967826753,"philippines",6.5
"3217",17,0.989927300388259,"philippines",6.5
"3218",18,0.992314292084374,"philippines",6.5
"3219",19,0.994135623175393,"philippines",6.5
"3220",20,0.995525341852887,"philippines",6.5
"3221",21,0.996585730055833,"philippines",6.5
"3222",22,0.997394831321547,"philippines",6.5
"3223",23,0.998012194713899,"philippines",6.5
"3224",24,0.99848325757632,"philippines",6.5
"3225",25,0.998842689675958,"philippines",6.5
"3226",26,0.999116944864715,"philippines",6.5
"3227",27,0.999326208056946,"philippines",6.5
"3228",28,0.99948588081946,"philippines",6.5
"3229",29,0.999607714911815,"philippines",6.5
"3230",30,0.999700677204358,"philippines",6.5
"3231",31,0.999771609631135,"philippines",6.5
"3232",32,0.999825732749561,"philippines",6.5
"3233",33,0.999867029968354,"philippines",6.5
"3234",34,0.999898540722532,"philippines",6.5
"3235",35,0.999922584172862,"philippines",6.5
"3236",36,0.999940929893836,"philippines",6.5
"3237",37,0.999954928112619,"philippines",6.5
"3238",38,0.999965609084459,"philippines",6.5
"3239",39,0.999973758918464,"philippines",6.5
"3240",40,0.999979977434466,"philippines",6.5
"3241",41,0.999984722309178,"philippines",6.5
"3242",42,0.999988342760748,"philippines",6.5
"3243",43,0.999991105250882,"philippines",6.5
"3244",44,0.999993213096157,"philippines",6.5
"3245",45,0.99999482143193,"philippines",6.5
"3246",46,0.999996048630145,"philippines",6.5
"3247",47,0.999996985011393,"philippines",6.5
"3248",48,0.99999769949242,"philippines",6.5
"3249",49,0.999998244658334,"philippines",6.5
"3250",50,0.999998660632814,"philippines",6.5
"3251",51,0.999998978031175,"philippines",6.5
"3252",52,0.999999220213628,"philippines",6.5
"3253",53,0.999999405004565,"philippines",6.5
"3254",54,0.999999546004417,"philippines",6.5
"3255",55,0.999999653590638,"philippines",6.5
"3256",56,0.999999735681468,"philippines",6.5
"3257",57,0.999999798318712,"philippines",6.5
"3258",58,0.99999984611241,"philippines",6.5
"3259",59,0.999999882580131,"philippines",6.5
"3260",60,0.999999910405864,"philippines",6.5
"3261",61,0.999999931637556,"philippines",6.5
"3262",62,0.999999947837839,"philippines",6.5
"3263",63,0.999999960199038,"philippines",6.5
"3264",64,0.999999969630925,"philippines",6.5
"3265",65,0.999999976827678,"philippines",6.5
"3266",66,0.999999982318971,"philippines",6.5
"3267",67,0.999999986508957,"philippines",6.5
"3268",68,0.999999989706015,"philippines",6.5
"3269",69,0.999999992145446,"philippines",6.5
"3270",70,0.99999999400679,"philippines",6.5
"3271",71,0.999999995427039,"philippines",6.5
"3272",72,0.999999996510723,"philippines",6.5
"3273",73,0.999999997337599,"philippines",6.5
"3274",74,0.999999997968525,"philippines",6.5
"3275",75,0.999999998449936,"philippines",6.5
"3276",76,0.999999998817265,"philippines",6.5
"3277",77,0.999999999097545,"philippines",6.5
"3278",78,0.999999999311406,"philippines",6.5
"3279",79,0.999999999474586,"philippines",6.5
"3280",80,0.999999999599097,"philippines",6.5
"3281",1,0.0219378267826715,"philippines",7
"3282",2,0.0433943853213966,"philippines",7
"3283",3,0.0643802335955469,"philippines",7
"3284",4,0.0849056979653714,"philippines",7
"3285",5,0.104980878253217,"philippines",7
"3286",6,0.124615652713277,"philippines",7
"3287",7,0.143819682892315,"philippines",7
"3288",8,0.162602418383756,"philippines",7
"3289",9,0.180973101477481,"philippines",7
"3290",10,0.198940771707617,"philippines",7
"3291",11,0.216514270300556,"philippines",7
"3292",12,0.233702244525397,"philippines",7
"3293",13,0.250513151948949,"philippines",7
"3294",14,0.266955264597384,"philippines",7
"3295",15,0.283036673026596,"philippines",7
"3296",16,0.298765290303266,"philippines",7
"3297",17,0.31414885589859,"philippines",7
"3298",18,0.329194939496584,"philippines",7
"3299",19,0.343910944718847,"philippines",7
"3300",20,0.358304112767612,"philippines",7
"3301",21,0.372381525988869,"philippines",7
"3302",22,0.38615011135733,"philippines",7
"3303",23,0.399616643884935,"philippines",7
"3304",24,0.412787749954586,"philippines",7
"3305",25,0.425669910580745,"philippines",7
"3306",26,0.438269464598501,"philippines",7
"3307",27,0.450592611782677,"philippines",7
"3308",28,0.462645415898508,"philippines",7
"3309",29,0.474433807685401,"philippines",7
"3310",30,0.485963587775227,"philippines",7
"3311",31,0.4972404295466,"philippines",7
"3312",32,0.508269881916537,"philippines",7
"3313",33,0.519057372070875,"philippines",7
"3314",34,0.529608208134787,"philippines",7
"3315",35,0.539927581784716,"philippines",7
"3316",36,0.550020570803008,"philippines",7
"3317",37,0.559892141576497,"philippines",7
"3318",38,0.569547151540285,"philippines",7
"3319",39,0.578990351567901,"philippines",7
"3320",40,0.588226388309038,"philippines",7
"3321",41,0.59725980647599,"philippines",7
"3322",42,0.606095051079939,"philippines",7
"3323",43,0.614736469618184,"philippines",7
"3324",44,0.623188314213381,"philippines",7
"3325",45,0.631454743705854,"philippines",7
"3326",46,0.639539825700011,"philippines",7
"3327",47,0.647447538565855,"philippines",7
"3328",48,0.655181773396602,"philippines",7
"3329",49,0.662746335923336,"philippines",7
"3330",50,0.670144948387671,"philippines",7
"3331",51,0.677381251373331,"philippines",7
"3332",52,0.684458805597545,"philippines",7
"3333",53,0.691381093663144,"philippines",7
"3334",54,0.698151521772219,"philippines",7
"3335",55,0.704773421402193,"philippines",7
"3336",56,0.711250050945113,"philippines",7
"3337",57,0.717584597310984,"philippines",7
"3338",58,0.723780177495934,"philippines",7
"3339",59,0.729839840115969,"philippines",7
"3340",60,0.735766566907083,"philippines",7
"3341",61,0.741563274192466,"philippines",7
"3342",62,0.747232814317513,"philippines",7
"3343",63,0.752777977053359,"philippines",7
"3344",64,0.758201490969624,"philippines",7
"3345",65,0.76350602477704,"philippines",7
"3346",66,0.768694188640627,"philippines",7
"3347",67,0.773768535464054,"philippines",7
"3348",68,0.778731562145834,"philippines",7
"3349",69,0.783585710807951,"philippines",7
"3350",70,0.788333369997541,"philippines",7
"3351",71,0.792976875862207,"philippines",7
"3352",72,0.797518513299549,"philippines",7
"3353",73,0.801960517081482,"philippines",7
"3354",74,0.806305072953878,"philippines",7
"3355",75,0.810554318712098,"philippines",7
"3356",76,0.814710345252917,"philippines",7
"3357",77,0.81877519760338,"philippines",7
"3358",78,0.822750875927081,"philippines",7
"3359",79,0.826639336508373,"philippines",7
"3360",80,0.830442492714981,"philippines",7
"3361",1,0.746641243810776,"russia",6
"3362",2,0.93580934066225,"russia",6
"3363",3,0.983736734391221,"russia",6
"3364",4,0.995879559253785,"russia",6
"3365",5,0.998956050257587,"russia",6
"3366",6,0.999735506191738,"russia",6
"3367",7,0.999932988177719,"russia",6
"3368",8,0.999983021968057,"russia",6
"3369",9,0.999995698466944,"russia",6
"3370",10,0.999998910168935,"russia",6
"3371",11,0.999999723881757,"russia",6
"3372",12,0.999999930043025,"russia",6
"3373",13,0.999999982275788,"russia",6
"3374",14,0.999999995509416,"russia",6
"3375",15,0.999999998862271,"russia",6
"3376",16,0.999999999711746,"russia",6
"3377",17,0.999999999926968,"russia",6
"3378",18,0.999999999981497,"russia",6
"3379",19,0.999999999995312,"russia",6
"3380",20,0.999999999998812,"russia",6
"3381",21,0.999999999999699,"russia",6
"3382",22,0.999999999999924,"russia",6
"3383",23,0.999999999999981,"russia",6
"3384",24,0.999999999999995,"russia",6
"3385",25,0.999999999999999,"russia",6
"3386",26,1,"russia",6
"3387",27,1,"russia",6
"3388",28,1,"russia",6
"3389",29,1,"russia",6
"3390",30,1,"russia",6
"3391",31,1,"russia",6
"3392",32,1,"russia",6
"3393",33,1,"russia",6
"3394",34,1,"russia",6
"3395",35,1,"russia",6
"3396",36,1,"russia",6
"3397",37,1,"russia",6
"3398",38,1,"russia",6
"3399",39,1,"russia",6
"3400",40,1,"russia",6
"3401",41,1,"russia",6
"3402",42,1,"russia",6
"3403",43,1,"russia",6
"3404",44,1,"russia",6
"3405",45,1,"russia",6
"3406",46,1,"russia",6
"3407",47,1,"russia",6
"3408",48,1,"russia",6
"3409",49,1,"russia",6
"3410",50,1,"russia",6
"3411",51,1,"russia",6
"3412",52,1,"russia",6
"3413",53,1,"russia",6
"3414",54,1,"russia",6
"3415",55,1,"russia",6
"3416",56,1,"russia",6
"3417",57,1,"russia",6
"3418",58,1,"russia",6
"3419",59,1,"russia",6
"3420",60,1,"russia",6
"3421",61,1,"russia",6
"3422",62,1,"russia",6
"3423",63,1,"russia",6
"3424",64,1,"russia",6
"3425",65,1,"russia",6
"3426",66,1,"russia",6
"3427",67,1,"russia",6
"3428",68,1,"russia",6
"3429",69,1,"russia",6
"3430",70,1,"russia",6
"3431",71,1,"russia",6
"3432",72,1,"russia",6
"3433",73,1,"russia",6
"3434",74,1,"russia",6
"3435",75,1,"russia",6
"3436",76,1,"russia",6
"3437",77,1,"russia",6
"3438",78,1,"russia",6
"3439",79,1,"russia",6
"3440",80,1,"russia",6
"3441",1,0.0815378005627474,"russia",6.5
"3442",2,0.156427188204884,"russia",6.5
"3443",3,0.225210259893191,"russia",6.5
